id,Moeda,Preço,1h,24h,7d,30d,Volume 24h,Capitalização de Mercado,FDV,Cap/FDV
,ASPO World  ASPO,"R$ 0,006624",0.3%,0.9%,2.2%,1.0%,"R$ 462,82",-,R$ 3.303.928,
,Chinese PEPE  PEIPEI,"R$ 0,0101218",0.3%,1.7%,158.7%,10.5%,"R$ 462,06",-,R$ 5.123.792.858,
,Beta Chain Colosseum Phoenix  BCCP,"R$ 0,01201",0.3%,2.2%,10.3%,21.6%,"R$ 461,53",-,R$ 195.339,
,Chad Frog  CHAD,"R$ 0,065076",-,-,-,-,"R$ 461,39",-,R$ 213.547,
,BIB  BIB,"R$ 0,2545",0.1%,1.0%,5.5%,2.2%,"R$ 461,17",-,R$ 12.727.281,
,Metabrawl  $BRAWL,"R$ 0,01091",0.3%,1.3%,0.1%,1.1%,"R$ 459,96",-,R$ 1.092.989,
,Shib2.0  SHIB2.0,"R$ 0,0003801",-,-,-,-,"R$ 459,91",-,R$ 380.142,
,MUZZLE  MUZZ,"R$ 0,0000154",0.3%,3.4%,3.4%,16.8%,"R$ 457,85",-,R$ 323.982,
,Wrapped NewYorkCoin  WNYC,"R$ 0,00001576",0.3%,2.8%,5.9%,10.2%,"R$ 457,81",-,R$ 2.265.531,
,MVS Multiverse  MVS,"R$ 0,0001713",0.3%,0.8%,0.3%,0.9%,"R$ 457,25",-,R$ 3.409.340,
,Alpha Shards  ALPHA,"R$ 0,057907",0.3%,0.5%,8.4%,55.5%,"R$ 454,94",-,R$ 791.079,
,Scooter  SCOOTER,"R$ 0,055393",-,2.4%,6.8%,3.5%,"R$ 454,73",-,R$ 4.314.310,
,Cryptyk  CTK,"R$ 0,001191",-,-,-,-,"R$ 453,82",-,R$ 893.478,
,Grand Base  GB,"R$ 0,002336",0.2%,0.3%,14.8%,15.6%,"R$ 453,41",-,R$ 116.779,
,Veil Exchange  VEIL,"R$ 0,001512",0.1%,0.8%,13.9%,41.7%,"R$ 450,50",-,R$ 1.511.732,
,TaoPad  TPAD,"R$ 0,2764",-,-,-,-,"R$ 449,64",-,R$ 276.435,
,Texan  TEXAN,"R$ 0,051706",0.5%,21.2%,27.4%,15.9%,"R$ 448,54",-,R$ 5.117.167,
,Wooooo! Coin  WOOOOO!,"R$ 0,0009894",-,-,-,-,"R$ 447,70",-,R$ 9.893.749,
,STONKSDAO  STONKS,"R$ 0,099572",-,-,-,-,"R$ 446,39",-,R$ 402.444,
,CAT INU  CAT,"R$ 0,0124476",-,-,-,-,"R$ 446,01",-,"R$ 1,39",
,CULO  CULO,"R$ 0,067781",0.2%,0.2%,23.4%,24.0%,"R$ 444,66",-,R$ 778.510,
,EchoDEX Community Portion  ECP,"R$ 0,9972",0.0%,0.0%,4.5%,30.1%,"R$ 444,14",-,R$ 99.726.989,
,TheStandard USD  USDS,"R$ 5,63",0.1%,0.4%,0.3%,0.5%,"R$ 442,78",-,R$ 563.283,
,ChainCade  CHAINCADE,"R$ 0,08381",0.3%,1.5%,4.3%,10.5%,"R$ 442,53",-,R$ 3.809.746,
,Venus DOGE  VDOGE,"R$ 0,02589",0.0%,2.5%,0.3%,23.1%,"R$ 441,17",-,R$ 100.373.737,
,MS Paint  PAINT,"R$ 0,0001729",0.1%,1.9%,8.8%,9.2%,"R$ 440,61",-,R$ 172.858,
,LiquidApps  DAPP,"R$ 0,0002759",0.2%,0.2%,3.4%,11.0%,"R$ 440,41",-,-,
,BONKE  BONKE,"R$ 0,056259",0.3%,1.8%,0.0%,24.2%,"R$ 437,70",-,"R$ 62.625,07",
,ALBERT  ALBERT,"R$ 0,0007842",0.1%,3.0%,14.6%,57.1%,"R$ 436,55",-,R$ 784.248,
,Clay Nation  CLAY,"R$ 0,00885",-,1.5%,0.7%,4.6%,"R$ 435,39",-,R$ 22.125.571,
,Mononoke Inu  MONONOKE-INU,"R$ 0,0113103",0.3%,1.3%,0.5%,78.1%,"R$ 434,23",-,R$ 3.107.142,
,TesseractAI  TSAI,"R$ 0,0001573",0.3%,0.3%,5.1%,26.1%,"R$ 433,83",-,R$ 157.305,
,HotDoge [OLD]  HOTDOGE,"R$ 0,0103036",0.3%,1.6%,4.3%,10.1%,"R$ 432,88",-,R$ 3.036.294,
,MTH Network  MTHN,"R$ 0,925",0.3%,1.4%,35.8%,65.6%,"R$ 432,76",-,R$ 925.019.914,
,Kabosu (BNB)  KABOSU,"R$ 0,06152",0.3%,0.3%,2.0%,5.8%,"R$ 431,05",-,R$ 615.240,
,Equalizer (BASE)  SCALE,"R$ 0,1858",0.2%,1.2%,7.7%,8.5%,"R$ 431,04",-,R$ 4.027.659,
,SAFEONE CHAIN  SAFO,"R$ 0,0004874",0.3%,1.7%,27.0%,31.9%,"R$ 427,53",-,R$ 123.308,
,GENZ Token  GENZ,"R$ 0,0009808",0.5%,3.4%,6.6%,16.8%,"R$ 426,84",-,R$ 327.471,
,Yikes Dog  YIKES,"R$ 0,00006908",0.1%,1.9%,2.1%,10.6%,"R$ 425,81",-,"R$ 69.070,79",
,iBG Finance (BSC)  IBG,"R$ 0,04223",0.3%,0.7%,1.5%,2.0%,"R$ 424,74",-,"R$ 22.596,07",
,MedicalVeda  MVEDA,"R$ 0,007439",-,5.9%,1.6%,1.5%,"R$ 423,67",-,R$ 654.651,
,ZEBU  ZEBU,"R$ 0,0002717",0.4%,1.5%,4.7%,14.0%,"R$ 423,12",-,R$ 271.687,
,Haram  $HARAM,"R$ 0,093827",-,-,-,-,"R$ 422,85",-,R$ 300.772,
,Ruby Play Network  RUBY,"R$ 0,001631",0.3%,1.5%,4.5%,9.3%,"R$ 422,19",-,R$ 14.674.955,
,SwapBlast Finance Token  SBF,"R$ 0,0002007",0.4%,3.4%,7.7%,23.9%,"R$ 420,90",-,"R$ 802,89",
,Krees  KREES,"R$ 0,081918",-,-,-,-,"R$ 420,90",-,R$ 522.113,
,Bearcoin  BEAR,"R$ 0,051993",-,-,-,-,"R$ 420,51",-,R$ 418.592,
,Milady Vault (NFTX)  MILADY,"R$ 42.734,62",-,-,-,-,"R$ 420,06",-,R$ 6.709.335,
,Staked Thala APT  STHAPT,"R$ 34,54",0.3%,4.7%,2.8%,5.2%,"R$ 419,29",-,-,
,Sense4FIT  SFIT,"R$ 0,0009779",0.1%,4.4%,2.3%,8.9%,"R$ 418,11",-,R$ 977.931,
,Besa Gaming Company  BESA,"R$ 0,00003477",-,-,-,-,"R$ 417,20",-,"R$ 34.766,96",
,WOOP  WOOP,"R$ 0,001783",0.2%,0.6%,0.2%,5.9%,"R$ 416,14",-,R$ 178.326,
,Orang  ORANG,"R$ 0,061435",-,-,-,-,"R$ 416,09",-,"R$ 60.348,69",
,MetaVerse-M  M,"R$ 0,003288",-,-,-,-,"R$ 415,55",-,"R$ 28.551,14",
,BlackDragon  BDT,"R$ 4,18",-,1.6%,3.0%,91.6%,"R$ 415,02",-,R$ 8.350.468,
,Chief Troll Officer  CTO,"R$ 0,092667",-,-,-,-,"R$ 414,14",-,R$ 112.186,
,Hela USDC  HUSDC,"R$ 5,67",-,-,-,-,"R$ 413,45",-,R$ 304.437,
,Wrapped HLUSD  WHLUSD,"R$ 5,68",-,-,-,-,"R$ 413,45",-,R$ 566.726,
,ReactorFusion  RF,"R$ 0,008799",0.3%,5.8%,24.2%,14.7%,"R$ 413,44",-,R$ 698.077,
,PulseReflections  PRS,"R$ 0,063432",1.1%,6.6%,16.2%,10.8%,"R$ 412,70",-,R$ 533.317,
,Jefe  JEFE,"R$ 0,01055",1.3%,6.5%,30.5%,29.7%,"R$ 410,80",-,R$ 10.545.950.988.421,
,Maximus DECI  DECI,"R$ 0,01288",0.4%,0.9%,11.3%,2.9%,"R$ 408,89",-,R$ 7.296.486,
,MoveGPT  MGPT,"R$ 0,003456",0.3%,3.3%,6.7%,27.1%,"R$ 408,78",-,R$ 3.041.050,
,DEEP  DEEP,"R$ 0,0003594",-,-,-,-,"R$ 407,16",-,"R$ 35.911,00",
,Oasis Metaverse  OASIS,"R$ 0,01411",0.6%,0.3%,5.9%,24.2%,"R$ 404,21",-,R$ 1.410.793,
,D.BuyBot  DBUY,"R$ 0,0133",-,-,-,-,"R$ 402,34",-,R$ 132.955,
,Oracle.Bot  ORACLE,"R$ 0,08712",0.1%,2.9%,4.8%,14.1%,"R$ 400,28",-,"R$ 87.116,32",
,Opyn Squeeth  OSQTH,"R$ 470,28",-,-,-,-,"R$ 398,59",-,R$ 2.547.983,
,FlareFox  FLX,"R$ 0,00007739",0.3%,1.2%,6.6%,17.8%,"R$ 398,33",-,R$ 1.523.130,
,COIN  COIN,"R$ 0,002786",-,0.2%,0.1%,0.6%,"R$ 397,07",-,R$ 644.874,
,Arbidex  ARX,"R$ 0,02123",0.2%,0.0%,4.1%,15.0%,"R$ 396,99",-,R$ 424.808,
,ANT  ANT,"R$ 0,0003404",0.1%,20.6%,24.7%,60.1%,"R$ 396,96",-,R$ 3.404.473,
,Forbidden Fruit Energy  FFE,"R$ 0,06873",0.3%,1.9%,4.9%,5.7%,"R$ 396,70",-,R$ 4.124.015,
,Seek Tiger  STI,"R$ 0,0003988",-,-,-,-,"R$ 396,26",-,R$ 313.263,
,Smidge  SMIDGE,"R$ 0,093649",0.2%,0.1%,1.1%,44.5%,"R$ 396,02",-,R$ 350.787,
,AliceNet  ALCA,"R$ 0,00742",-,-,-,-,"R$ 395,97",-,R$ 3.461.197,
,Monero-Classic  XMC,"R$ 0,8171",0.1%,864.7%,1044.3%,4605.1%,"R$ 394,68",-,-,
,Ginza Network  GINZA,"R$ 0,00293",0.6%,0.5%,0.2%,6.3%,"R$ 394,18",-,R$ 1.931.482,
,LUNCARMY  LUNCARMY,"R$ 0,087987",-,0.4%,6.6%,27.6%,"R$ 390,81",-,"R$ 78.124,03",
,BetbuInu  CRYPTO,"R$ 0,01894",-,2.7%,2.9%,26.2%,"R$ 389,80",-,R$ 189.364,
,Celo South African Rand  CZAR,"R$ 0,3176",-,-,-,-,"R$ 388,73",-,R$ 317.608.971,
,Love Power Coin  LOVE,"R$ 0,05674",0.1%,0.5%,16.3%,44.6%,"R$ 388,23",-,"R$ 56.741,62",
,SolRibbit  RIBBIT,"R$ 0,0001092",-,-,-,-,"R$ 387,13",-,R$ 109.197,
,Matic Aave Interest Bearing USDC  MAUSDC,"R$ 6,89",0.1%,0.2%,0.7%,6.4%,"R$ 386,98",-,R$ 39.534.962,
,Aegents  AEGNT,"R$ 0,0008315",-,-,-,-,"R$ 386,75",-,R$ 831.487,
,DragonCoin  DRAGON,"R$ 0,011327",0.9%,2.2%,4.4%,8.0%,"R$ 386,68",-,R$ 321.988,
,Moneybrain BiPS  BIPS,"R$ 67,67",-,-,-,-,"R$ 383,33",-,R$ 33.836.831.464,
,PEPEGOLD  PEPE,"R$ 0,00005706",-,-,-,-,"R$ 381,56",-,R$ 570.640,
,MUMMAT  MUMMAT,"R$ 0,000249",0.4%,2.6%,4.9%,12.1%,"R$ 381,45",-,R$ 203.017,
,Moonpot  POTS,"R$ 0,02988",0.4%,1.7%,3.2%,6.8%,"R$ 379,54",-,R$ 298.838,
,Flokis  FLOKIS,"R$ 0,081235",-,-,-,-,"R$ 379,17",-,R$ 231.427,
,Meh  MEH,"R$ 0,061708",-,-,-,-,"R$ 378,39",-,R$ 170.756,
,Staked Metis Token  ARTMETIS,"R$ 131,14",0.2%,3.2%,3.7%,17.3%,"R$ 378,25",-,R$ 23.269.462,
,Virgo  VGO,"R$ 0,382",-,-,-,-,"R$ 378,18",-,R$ 11.472.373,
,Calcium  CAL,"R$ 0,003762",2.6%,0.6%,27.9%,28.2%,"R$ 378,15",-,R$ 1.615.851,
,PE  PE,"R$ 0,000478",-,-,-,-,"R$ 377,99",-,R$ 146.788,
,Genius X  GENSX,"R$ 0,0006779",-,0.5%,5.3%,27.8%,"R$ 377,71",-,R$ 677.869,
,Good Gensler  GENSLR,"R$ 0,081335",0.3%,0.6%,4.7%,41.6%,"R$ 377,09",-,R$ 560.964,
,KaboChan  KABO,"R$ 0,0002786",-,-,-,-,"R$ 376,16",-,R$ 278.638,
,Anzen Staked USDz  SUSDZ,"R$ 6,72",0.3%,0.5%,0.5%,2.3%,"R$ 375,95",-,"R$ 671,65",
,Die Protocol  DIE,"R$ 0,07618",-,-,-,-,"R$ 374,95",-,R$ 309.013,
,Keys  KEYS,"R$ 0,002676",-,1.8%,0.0%,54.9%,"R$ 374,81",-,R$ 2.675.784,
,Print The Pepe  $PP,"R$ 0,0002702",-,-,-,-,"R$ 374,64",-,"R$ 18.835,17",
,Neural Radiance Field  NERF,"R$ 0,1326",-,-,-,-,"R$ 373,22",-,R$ 132.559,
,Flash Protocol  FLASH,"R$ 0,0001922",0.1%,7.6%,5.1%,13.0%,"R$ 372,97",-,R$ 158.552,
,NeonPass Bridged SOL (Neon EVM)  SOL,"R$ 990,95",0.3%,2.1%,5.7%,16.8%,"R$ 372,84",-,-,
,Liberty Square Filth  FLTH,"R$ 0,01859",-,-,-,-,"R$ 371,77",-,R$ 157.379,
,xGRAV_Astrovault  XGRAV,"R$ 0,001775",0.1%,0.4%,2.2%,5.0%,"R$ 371,75",-,-,
,Portal Network Token  POE,"R$ 3,16",0.1%,4.2%,9.2%,0.4%,"R$ 370,65",-,R$ 1.579.249.650,
,Meter Governance mapped by Meter.io  EMTRG,"R$ 0,5402",0.2%,1.2%,5.1%,11.5%,"R$ 370,28",-,R$ 1.622.337,
,High  HIGH,"R$ 0,0008783",0.4%,1.1%,7.3%,13.7%,"R$ 369,74",-,R$ 369.400,
,Parallel USD  PAUSD,"R$ 5,70",-,-,-,-,"R$ 369,72",-,-,
,BitTorrent [OLD]  BTTOLD,"R$ 0,054437",0.1%,99.9%,13.7%,99.9%,"R$ 368,17",-,R$ 4.392.920,
,BabyCrash  BABYCRASH,"R$ 0,00006563",-,-,-,-,"R$ 367,31",-,"R$ 62.993,97",
,Stripto  STRIP,"R$ 0,078698",-,-,-,-,"R$ 365,70",-,"R$ 8.698,03",
,Yearn Ether  YETH,"R$ 14.185,75",-,-,-,-,"R$ 365,56",-,R$ 60.690.980,
,Dominium  DOM,"R$ 1,64",-,-,-,-,"R$ 364,86",-,R$ 404.267,
,BOJACK  $BOJACK,"R$ 0,00001318",0.1%,1.4%,2.9%,3.2%,"R$ 364,12",-,R$ 125.207,
,Catsaidmeow  MEOW,"R$ 0,00002869",-,-,-,-,"R$ 358,62",-,"R$ 22.313,90",
,Central Bank Digital Currency Memecoin  CBDC,"R$ 0,053705",0.3%,3.1%,1.7%,2.9%,"R$ 356,81",-,R$ 368.898,
,SURGE  SRG,"R$ 0,07916",1.6%,7.3%,3.6%,18.0%,"R$ 356,80",-,R$ 7.915.941,
,zkDoge  ZKDOGE,"R$ 0,00003024",0.1%,2.5%,2.0%,28.2%,"R$ 356,66",-,R$ 302.468,
,Cypress  CP,"R$ 0,102",0.1%,1.1%,6.6%,8.1%,"R$ 356,63",-,R$ 10.200.340,
,Voucher GLMR  VGLMR,"R$ 0,6404",-,-,-,-,"R$ 355,74",-,R$ 708.562,
,MAGAIBA  MAGAIBA,"R$ 0,0004726",-,0.5%,1.5%,6.3%,"R$ 354,75",-,R$ 472.611,
,Quant AI  QAI,"R$ 0,063736",0.2%,11.8%,27.3%,31.8%,"R$ 354,07",-,"R$ 36.301,33",
,Rocky  ROCKY,"R$ 0,05515",-,-,-,-,"R$ 352,16",-,"R$ 55.148,45",
,Shibasso  SHIBASSO,"R$ 0,058209",-,-,-,-,"R$ 351,92",-,"R$ 65.131,94",
,Crazy Bunny  CRAZYBUNNY,"R$ 0,0196643",0.2%,1.3%,4.8%,10.7%,"R$ 350,67",-,R$ 664.348,
,COC  COC,"R$ 0,078537",-,-,-,-,"R$ 350,40",-,"R$ 85.369,11",
,Solster  STR,"R$ 0,002436",-,-,-,-,"R$ 349,95",-,R$ 243.643,
,LUSD [OLD]  LUSD,"R$ 0,0000413",0.5%,4.2%,37.0%,44.5%,"R$ 349,72",-,R$ 798.634,
,PSYOP  PSYOP,"R$ 0,0001161",-,1.5%,31.9%,29.5%,"R$ 347,83",-,R$ 63.838.500,
,Xcel Defi  XLD,"R$ 0,01361",0.1%,1.8%,3.6%,4.8%,"R$ 347,57",-,R$ 1.513.474,
,Celo (Wormhole)  CELO,"R$ 2,50",0.3%,2.0%,2.3%,13.1%,"R$ 347,37",-,R$ 2.501.067.673,
,xPASG_Astrovault  XPASG,"R$ 0,008528",0.4%,5.1%,27.0%,75.4%,"R$ 347,03",-,-,
,Kabosu  $KABOSU,"R$ 0,00002882",-,-,-,-,"R$ 345,59",-,R$ 288.195,
,ASYAGRO  ASY,"R$ 0,008917",-,-,-,-,"R$ 343,76",-,R$ 66.878.921,
,NGMI BP  NGMI,"R$ 0,0001605",-,-,-,-,"R$ 342,44",-,R$ 155.694,
,H2Finance  YFIH2,"R$ 2,75",-,0.6%,16.3%,23.9%,"R$ 339,89",-,"R$ 68.818,03",
,john pork  PORK,"R$ 0,00008474",-,2.6%,3.0%,17.2%,"R$ 339,43",-,"R$ 84.743,81",
,Dank  DANK,"R$ 0,058716",0.8%,1.7%,7.1%,26.4%,"R$ 339,17",-,"R$ 87.140,88",
,DegenSwap  DSWAP,"R$ 0,5836",0.1%,6.9%,18.4%,83.8%,"R$ 336,92",-,R$ 584.768,
,alfa.society  ALFA,"R$ 1,93",0.1%,17.8%,4.7%,50.8%,"R$ 336,81",-,R$ 192.921.522,
,Aqua Goat  AQUAGOAT,"R$ 0,081559",0.3%,1.3%,3.8%,9.5%,"R$ 334,72",-,R$ 1.558.625,
,Warpie  $WARPIE,"R$ 0,00006026",-,-,-,-,"R$ 333,66",-,"R$ 59.821,30",
,ShadowTokens Bridged WBNB (Elastos Smart Chain)  WBNB,"R$ 3.325,28",-,-,-,-,"R$ 333,52",-,"R$ 16.036,70",
,DINU  DINU,"R$ 0,0001565",0.1%,5.8%,29.9%,153.0%,"R$ 332,30",-,R$ 156.451,
,Big Defi Energy  BDE,"R$ 0,004844",0.0%,1.7%,0.7%,3.4%,"R$ 332,07",-,R$ 193.758,
,Indigo Protocol iETH  IETH,"R$ 14.407,43",-,3.3%,5.8%,47.1%,"R$ 330,43",-,R$ 6.123.157,
,DAII  DAII,"R$ 5,50",-,-,-,-,"R$ 330,13",-,R$ 121.962.092,
,FELLA  FELLA,"R$ 0,01346",0.5%,2.0%,5.0%,37.2%,"R$ 329,23",-,R$ 1.346.325,
,ApeXit Finance  APEX,"R$ 0,01213",0.1%,8.7%,14.0%,6.7%,"R$ 328,42",-,R$ 169.854,
,Zora Bridged WETH (Zora Network)  WETH,"R$ 14.369,69",0.4%,0.9%,0.8%,39.9%,"R$ 327,87",-,R$ 3.507.516,
,WOLF SOLANA  WOLF,"R$ 0,00002377",-,-,-,-,"R$ 327,42",-,"R$ 44.674,93",
,Super Closed Source  CLOSEDAI,"R$ 0,00004628",-,0.4%,0.8%,13.7%,"R$ 325,79",-,R$ 462.785,
,Qubit  QBT,"R$ 0,001038",0.1%,0.9%,4.4%,20.9%,"R$ 325,34",-,R$ 1.038.506,
,Corgidoge  CORGI,"R$ 0,08913",0.3%,3.0%,5.0%,18.8%,"R$ 325,03",-,"R$ 82.166,24",
,Mars Doge  MDOGE,"R$ 0,052197",0.1%,2.2%,12.5%,18.8%,"R$ 323,67",-,R$ 461.417,
,Quartz  QTZ,"R$ 0,000251",-,-,-,-,"R$ 322,98",-,-,
,Berally Token  BRLY,"R$ 0,0002911",0.3%,0.5%,8.6%,32.1%,"R$ 322,62",-,R$ 2.020.651,
,Zaza (SOL)  ZAZA,"R$ 0,0002341",0.1%,3.1%,4.9%,2.8%,"R$ 322,49",-,R$ 233.848,
,Stride Staked Sommelier  STSOMM,"R$ 0,01145",-,-,-,-,"R$ 322,34",-,-,
,Nimbus Network  NIMBUS,"R$ 0,001797",-,-,-,-,"R$ 321,08",-,R$ 179.652,
,DollarSqueeze  DSQ,"R$ 0,0009397",0.2%,0.9%,4.6%,4.8%,"R$ 321,08",-,"R$ 93.968,38",
,BAD TOKEN  BAD,"R$ 0,093232",0.1%,0.2%,8.6%,3.5%,"R$ 320,63",-,R$ 107.634,
,Greelance  $GRL,"R$ 0,002217",0.3%,0.2%,44.8%,73.1%,"R$ 319,56",-,R$ 4.433.160,
,YieldBlox  YBX,"R$ 1,32",0.2%,1.3%,5.4%,0.4%,"R$ 319,05",-,R$ 13.185.099,
,Ben's Finale  FINALE,"R$ 0,00001319",0.3%,1.2%,1.4%,31.7%,"R$ 318,84",-,R$ 725.305,
,CryptoMines Eternal  ETERNAL,"R$ 0,9528",0.0%,1.6%,4.4%,9.1%,"R$ 318,55",-,R$ 4.763.991,
,Meat  MEAT,"R$ 0,057245",0.4%,1.9%,0.2%,14.3%,"R$ 318,23",-,R$ 725.526,
,Broccoli  BROCCOLI,"R$ 0,003725",0.3%,1.5%,3.2%,17.1%,"R$ 317,89",-,R$ 3.725.402,
,Polly DeFi Nest  NDEFI,"R$ 30,62",0.5%,0.6%,0.5%,30.4%,"R$ 317,31",-,R$ 6.099.841,
,BlastFi Ecosystem Token  $BRES,"R$ 0,04329",0.1%,0.3%,2.5%,17.6%,"R$ 316,31",-,R$ 43.289.805,
,Magic Internet Money (BSC)  MIM,"R$ 5,64",0.1%,0.5%,0.2%,0.7%,"R$ 316,29",-,R$ 11.456.374,
,TON Tiger  TIGER,"R$ 0,0002093",0.1%,5.5%,5.5%,21.0%,"R$ 315,19",-,R$ 1.046.627,
,ICPI  ICPI,"R$ 0,0001801",5.0%,12.5%,7.4%,4.2%,"R$ 314,08",-,R$ 125.647,
,Flork  $FLORK,"R$ 0,00007763",-,0.4%,9.6%,33.6%,"R$ 313,74",-,"R$ 77.629,11",
,Eigenpie mstETH  MSTETH,"R$ 14.738,87",-,-,-,-,"R$ 313,36",-,R$ 909.128.733,
,Step Hero  HERO,"R$ 0,00058",-,-,-,-,"R$ 313,06",-,"R$ 58.001,09",
,Cerberus  CRBRUS,"R$ 0,00001155",0.0%,3.6%,4.1%,2.3%,"R$ 312,16",-,-,
,BrAIngent  BRAIN,"R$ 0,07155",-,-,-,-,"R$ 312,12",-,"R$ 71.546,65",
,Hoosat Network  HTN,"R$ 0,0001415",0.3%,0.9%,5.1%,20.2%,"R$ 309,80",-,R$ 540.159,
,Watermelon  WAT,"R$ 0,00004656",0.3%,1.2%,14.2%,35.9%,"R$ 309,32",-,R$ 465.565,
,ZakumiFi  ZAFI,"R$ 0,003168",-,-,-,-,"R$ 306,85",-,R$ 190.079,
,SHIBAAI  SHIBAAI,"R$ 0,093183",0.6%,1.8%,3.1%,3.1%,"R$ 306,25",-,R$ 187.174,
,ordinex  ORD,"R$ 0,051802",-,0.5%,1.6%,28.2%,"R$ 305,17",-,R$ 1.801.915,
,Krypto Fraxtal Chicken  KFC,"R$ 0,061466",-,-,-,-,"R$ 304,80",-,R$ 1.465.513,
,Serious Coin  $SERIOUS,"R$ 0,00007328",-,-,-,-,"R$ 304,43",-,"R$ 73.277,91",
,Eris Staked Kuji  AMPKUJI,"R$ 3,10",-,-,-,-,"R$ 303,84",-,R$ 3.897.692,
,XIIICOIN  XIII,"R$ 0,00003792",0.2%,0.9%,13.7%,6.7%,"R$ 303,40",-,R$ 493.021,
,MCVERSE  MCV,"R$ 0,0007069",1.0%,0.4%,2.2%,12.0%,"R$ 303,05",-,"R$ 4.540,50",
,Poo Doge  POO DOGE,"R$ 0,061608",-,-,-,-,"R$ 302,38",-,R$ 160.838,
,Uplift  LIFT,"R$ 0,00682",0.0%,0.3%,7.3%,3.2%,"R$ 300,88",-,"R$ 409,22",
,Nogwai  NOGWAI,"R$ 0,00003955",-,-,-,-,"R$ 300,56",-,"R$ 39.552,74",
,BabyPepe  BABYPEPE,"R$ 0,092224",0.1%,0.7%,5.9%,40.1%,"R$ 299,98",-,R$ 935.705,
,Xpad.pro  XPP,"R$ 0,001326",0.5%,3.3%,3.8%,3.3%,"R$ 299,98",-,R$ 201.507,
,CyPepe  CYPEPE,"R$ 0,000068",-,-,-,-,"R$ 299,48",-,"R$ 68.003,54",
,b0rder1ess  B01,"R$ 0,7068",0.1%,0.1%,5.4%,14.6%,"R$ 299,09",-,R$ 817.144,
,chikn feed  FEED,"R$ 0,0004863",0.2%,3.8%,15.5%,82.0%,"R$ 299,07",-,"R$ 6.650,67",
,Student Coin  STC,"R$ 0,01117",0.2%,10.5%,35.2%,47.6%,"R$ 298,23",-,R$ 111.746.764,
,Swing Bydney  PLSR,"R$ 0,00006865",0.3%,1.8%,11.7%,17.5%,"R$ 297,60",-,"R$ 68.649,24",
,Player 2  DEO,"R$ 0,3333",-,0.4%,15.0%,3.9%,"R$ 297,45",-,R$ 1.000.049,
,TOTO  TOTO,"R$ 0,08477",-,1.1%,4.0%,24.2%,"R$ 297,35",-,R$ 572.343,
,Nautilus Network  NTL,"R$ 0,0002893",-,-,-,-,"R$ 296,26",-,R$ 152.172,
,White Lotus  LOTUS,"R$ 3,62",0.3%,0.6%,1.5%,40.4%,"R$ 295,67",-,R$ 108.251.053,
,CrazyBunny  CRAZYBUNNY,"R$ 0,095515",-,0.4%,3.4%,14.4%,"R$ 295,53",-,R$ 23.201.962,
,Nectar  NCTR,"R$ 0,119",-,-,-,-,"R$ 295,14",-,R$ 356.810,
,Hump  HUMP,"R$ 0,0007937",0.2%,4.4%,13.1%,3.1%,"R$ 294,88",-,R$ 5.476.620,
,Storex  STRX,"R$ 0,002256",0.4%,4.6%,31.5%,0.6%,"R$ 294,83",-,-,
,Leopard  LEOPARD,"R$ 0,0112832",0.3%,1.8%,3.9%,8.6%,"R$ 294,52",-,R$ 2.832.368,
,Soul Dogs City Bones  BONES,"R$ 0,00003519",0.7%,3.9%,0.7%,1.7%,"R$ 293,95",-,"R$ 35.185,51",
,Duk  DUK,"R$ 0,00004556",-,-,-,-,"R$ 292,82",-,"R$ 45.556,08",
,ioBUSD  IOBUSD,"R$ 5,64",0.2%,3.6%,2.6%,3.4%,"R$ 292,37",-,R$ 4.707.372,
,cCOMP  CCOMP,"R$ 12,56",-,-,-,-,"R$ 292,08",-,R$ 12.002.141,
,MetaLabz  MLZ,"R$ 0,082052",0.4%,1.3%,3.8%,16.9%,"R$ 292,01",-,R$ 1.026.248,
,Xiaojie  XIAO,"R$ 0,0002301",-,2.9%,26.2%,40.9%,"R$ 291,91",-,R$ 154.205,
,Wrapped USDR  WUSDR,"R$ 1,18",0.1%,0.5%,22.1%,43.6%,"R$ 290,90",-,R$ 7.851.914,
,Maximus LUCKY  LUCKY,"R$ 0,0547",0.0%,0.9%,1.0%,27.3%,"R$ 290,87",-,R$ 4.234.015,
,Magic Beasties  BSTS,"R$ 0,068808",0.3%,1.5%,5.2%,6.2%,"R$ 290,08",-,R$ 880.795,
,Degen POV  POV,"R$ 0,061591",0.3%,0.7%,0.1%,42.9%,"R$ 289,68",-,R$ 159.351,
,Midas mBASIS  MBASIS,"R$ 6,31",0.1%,0.6%,0.7%,0.1%,"R$ 289,17",-,R$ 25.689.478,
,Memes Street  MEMES,"R$ 0,069282",-,-,-,-,"R$ 288,44",-,R$ 640.434,
,Big Coin  BCX,"R$ 0,2473",-,-,-,-,"R$ 287,76",-,R$ 12.365.080,
,Sac Daddy  SAC,"R$ 0,082715",-,-,-,-,"R$ 287,55",-,R$ 271.488,
,Optical Bitcoin  OBTC,"R$ 0,03111",0.0%,24.9%,170.7%,92.9%,"R$ 287,01",-,R$ 179.452,
,Dinari USD+  USD+,-,-,-,-,-,"R$ 286,03",-,R$ 2.341.257,
,FROG CEO  FROG CEO,"R$ 0,0115615",0.0%,0.4%,4.0%,16.4%,"R$ 285,77",-,R$ 561.545,
